女,推甄,國際貿易科,8,55,50,46,48,33
女,分發,國際貿易科,8,55,43,33,37,40
男,分發,應用外語科,10,56,48,60,55,33
男,推甄,應用外語科,10,55,37,49,41,42
女,推甄,應用外語科,10,55,45,41,48,39
女,推甄,企業管理科,8,51,48,39,48,44
女,推甄,會計統計科,8,48,35,35,27,28
男,推甄,應用外語科,8,60,42,39,50,36
男,分發,應用外語科,10,52,46,50,46,45
女,分發,國際貿易科,10,52,53,40,52,48
男,分發,應用外語科,10,60,40,52,41,49
女,推甄,會計統計科,8,55,40,46,43,41
女,分發,會計統計科,8,56,44,47,46,41
女,推甄,應用外語科,8,55,50,49,35,41
女,分發,國際貿易科,8,55,45,43,55,49
女,推甄,資訊管理科,8,60,43,43,37,38
女,分發,應用外語科,8,56,50,42,46,48
女,分發,資訊管理科,10,52,46,57,39,42
女,推甄,企業管理科,8,55,42,46,39,35
女,推甄,財政稅務科,10,60,40,43,32,40
女,分發,會計統計科,8,52,46,50,55,34
女,分發,資訊管理科,10,51,48,52,44,4
男,推甄,企業管理科,8,51,35,56,34,35
男,分發,會計統計科,8,47,48,47,52,49
男,推甄,資訊管理科,8,55,48,35,43,44
男,推甄,應用外語科,8,60,38,39,40,49
女,推甄,會計統計科,8,41,53,52,40,41
女,推甄,財務金融科,10,60,50,41,44,42
女,推甄,財政稅務科,10,51,42,37,50,54
女,推甄,應用外語科,8,60,42,43,35,52
女,推甄,國際貿易科,12,55,42,33,50,41
女,推甄,財務金融科,6,60,43,43,39,46
女,推甄,應用外語科,10,45,48,46,46,49
男,分發,應用外語科,8,56,40,53,48,46
女,推甄,應用外語科,8,55,48,41,44,44
女,推甄,資訊管理科,8,55,45,43,44,40
女,推甄,應用外語科,8,60,48,43,52,35
女,分發,應用外語科,10,56,46,47,42,46
女,分發,企業管理科,8,52,53,53,44,41
女,分發,資訊管理科,10,52,56,42,41,43
女,推甄,財政稅務科,10,55,35,49,34,47
女,推甄,應用外語科,6,55,43,52,35,42
女,分發,會計統計科,8,52,44,50,41,46
女,推甄,資訊管理科,8,60,40,49,40,35
男,推甄,企業管理科,8,55,45,41,48,38
女,推甄,應用外語科,8,55,43,52,39,46
男,推甄,應用外語科,8,55,43,43,46,40
女,推甄,財政稅務科,8,48,43,56,48,46
女,推甄,財務金融科,10,48,42,56,46,35
女,分發,應用外語科,10,60,48,50,46,39
女,分發,企業管理科,10,60,38,53,50,40
男,推甄,應用外語科,8,55,42,39,48,47
女,分發,財政稅務科,10,56,48,47,50,51
女,推甄,國際貿易科,8,60,56,41,52,43
女,分發,企業管理科,8,56,50,42,46,48
男,推甄,會計統計科,8,51,45,49,44,38
女,分發,財政稅務科,8,60,46,42,48,37
女,推甄,應用外語科,8,51,48,46,46,38
女,推甄,應用外語科,8,60,50,43,48,43
男,推甄,國際貿易科,10,60,53,46,35,42
女,推甄,國際貿易科,10,51,60,46,44,43
女,分發,應用外語科,8,52,56,50,39,43
女,推甄,企業管理科,8,60,42,37,46,38
女,推甄,應用外語科,8,55,43,46,50,47
女,分發,財政稅務科,10,60,40,50,41,40
女,推甄,應用外語科,8,60,31,46,40,40
女,推甄,國際貿易科,8,51,48,43,50,49
女,分發,會計統計科,8,49,53,47,52,46
女,推甄,會計統計科,8,48,37,49,41,49
女,推甄,財務金融科,8,43,50,56,40,40
女,推甄,國際貿易科,10,60,43,52,46,41
男,分發,會計統計科,8,60,44,53,46,34
女,推甄,財務金融科,8,60,35,49,46,32
女,分發,會計統計科,12,49,50,53,41,46
男,推甄,企業管理科,8,48,50,43,48,46
女,推甄,財務金融科,8,55,48,52,35,44
女,推甄,國際貿易科,8,51,53,56,55,52
女,推甄,國際貿易科,8,55,48,49,41,39
女,分發,企業管理科,10,60,45,49,43,49
男,分發,財政稅務科,10,55,40,56,40,40
男,分發,財政稅務科,8,56,48,42,42,45
女,推甄,財務金融科,8,51,35,49,32,33
女,推甄,應用外語科,8,60,48,39,40,42
女,分發,國際貿易科,10,56,50,47,50,49
女,推甄,國際貿易科,8,60,34,52,41,43
女,推甄,國際貿易科,10,55,42,56,44,39
男,推甄,國際貿易科,8,51,43,46,55,47
男,推甄,財政稅務科,10,51,53,52,41,49
男,推甄,財務金融科,8,60,53,33,50,40
女,推甄,企業管理科,8,43,45,46,50,47
男,分發,應用外語科,8,52,56,40,50,42
女,推甄,企業管理科,8,55,43,39,44,43
女,推甄,財政稅務科,8,55,43,52,46,47
女,分發,應用外語科,8,55,43,52,46,46
女,推甄,企業管理科,8,51,50,46,39,38
女,推甄,企業管理科,10,48,45,41,52,44
女,推甄,財政稅務科,6,55,38,49,36,42
女,推甄,財務金融科,8,55,50,43,48,52
女,推甄,國際貿易科,8,55,38,49,52,44
男,推甄,財政稅務科,10,51,43,41,55,47
女,推甄,企業管理科,10,48,42,49,43,42
女,分發,資訊管理科,8,51,48,41,55,41
女,推甄,企業管理科,10,51,40,41,50,42
女,分發,資訊管理科,8,49,44,50,52,48
女,推甄,財務金融科,8,55,42,49,43,40
男,推甄,財政稅務科,8,55,50,41,41,52
女,推甄,財政稅務科,8,43,45,52,39,50
女,推甄,企業管理科,10,60,48,37,36,39
女,推甄,會計統計科,8,55,43,39,43,46
男,推甄,會計統計科,8,43,45,46,50,47
女,推甄,財政稅務科,8,51,45,49,43,52
男,推甄,財務金融科,8,55,45,49,41,52
女,分發,應用外語科,8,60,53,42,42,51
女,分發,應用外語科,10,56,53,47,46,43
女,分發,應用外語科,8,56,46,53,46,43
女,推甄,應用外語科,8,60,42,41,44,40
女,推甄,企業管理科,10,51,43,39,48,46
女,推甄,財政稅務科,10,55,56,39,46,35
男,分發,財務金融科,8,55,45,56,50,49
女,分發,會計統計科,10,55,43,49,36,50
女,推甄,企業管理科,8,55,45,43,41,42
女,推甄,國際貿易科,8,60,50,46,46,36
女,推甄,國際貿易科,8,60,45,41,40,49
女,分發,國際貿易科,8,56,44,53,50,45
女,推甄,會計統計科,8,55,43,39,46,42
女,推甄,資訊管理科,8,60,42,35,48,44
女,推甄,企業管理科,12,60,56,37,44,25
女,分發,應用外語科,8,55,53,43,41,46
女,推甄,國際貿易科,8,55,37,49,55,49
男,推甄,國際貿易科,8,60,38,49,34,47
男,推甄,應用外語科,10,60,40,52,37,35
女,分發,資訊管理科,8,60,53,46,48,38
男,推甄,資訊管理科,8,55,43,39,44,49
女,分發,應用外語科,8,52,38,57,50,46
女,分發,會計統計科,8,56,40,45,46,45
女,推甄,應用外語科,8,60,43,52,50,50
男,推甄,應用外語科,10,55,40,43,44,47
男,推甄,國際貿易科,10,60,60,46,44,44
女,推甄,會計統計科,8,51,38,49,43,52
女,分發,應用外語科,10,60,50,53,42,34
男,推甄,國際貿易科,8,55,53,46,46,43
男,推甄,財政稅務科,8,60,40,43,43,36
女,推甄,國際貿易科,10,60,43,56,41,43
女,推甄,應用外語科,10,60,50,46,48,46
女,推甄,資訊管理科,8,45,53,49,48,39
男,推甄,應用外語科,8,60,25,46,44,46
女,分發,企業管理科,8,56,50,45,48,51
女,分發,應用外語科,10,60,44,47,41,48
女,分發,財政稅務科,8,60,50,43,50,57
女,分發,財務金融科,10,52,42,50,55,48
男,分發,財務金融科,8,52,48,57,52,42
女,推甄,國際貿易科,8,60,43,39,48,49
女,推甄,應用外語科,8,55,45,46,43,46
女,推甄,應用外語科,8,55,50,52,44,43
男,推甄,會計統計科,8,51,56,46,46,52
女,推甄,資訊管理科,8,55,43,39,44,49
女,分發,國際貿易科,10,52,46,45,55,49
女,推甄,財務金融科,10,60,45,46,52,43
女,推甄,會計統計科,10,55,43,49,39,41
女,分發,應用外語科,8,60,45,43,55,40
女,推甄,企業管理科,10,48,60,43,48,39
男,推甄,國際貿易科,8,60,48,56,46,54
男,推甄,應用外語科,8,60,45,41,40,41
女,分發,財務金融科,10,48,50,49,50,49
男,推甄,財務金融科,8,48,42,43,50,54
男,分發,會計統計科,8,56,44,40,52,48
男,推甄,會計統計科,8,60,42,43,41,35
男,分發,應用外語科,10,51,50,39,46,46
男,推甄,國際貿易科,10,51,45,49,44,50
女,推甄,應用外語科,10,60,50,46,34,50
女,分發,資訊管理科,8,56,46,53,46,45
女,推甄,企業管理科,10,48,40,49,41,43
女,分發,資訊管理科,10,42,46,53,48,45
女,分發,國際貿易科,10,51,50,41,55,54
男,分發,財政稅務科,8,55,43,52,46,49
女,推甄,會計統計科,8,51,48,46,46,36
女,推甄,國際貿易科,8,51,45,49,40,50
女,分發,資訊管理科,8,49,48,53,52,46
女,分發,國際貿易科,10,60,42,50,50,43
女,推甄,國際貿易科,10,60,40,46,43,40
女,推甄,財務金融科,10,60,45,52,43,43
女,分發,財政稅務科,10,55,43,49,46,46
女,分發,應用外語科,8,52,46,53,42,49
女,推甄,會計統計科,8,51,42,46,46,43
女,分發,應用外語科,8,60,42,52,46,41
男,推甄,企業管理科,10,48,42,43,52,43
男,推甄,國際貿易科,8,51,50,46,48,47
男,分發,應用外語科,12,55,50,43,40,46
女,分發,財政稅務科,10,60,48,45,46,49
女,推甄,企業管理科,10,51,43,39,48,49
男,分發,財務金融科,8,55,48,49,50,44
男,推甄,應用外語科,6,55,45,43,43,43
男,分發,會計統計科,10,56,46,42,48,37
女,分發,資訊管理科,8,56,50,42,50,39
女,分發,應用外語科,8,56,44,50,44,46
男,分發,應用外語科,10,60,50,36,46,46
女,分發,企業管理科,10,60,56,40,46,46
女,推甄,應用外語科,8,60,43,39,50,36
女,分發,國際貿易科,10,56,50,53,52,49
男,推甄,應用外語科,6,60,40,39,46,44
女,推甄,國際貿易科,10,60,42,46,43,46
女,推甄,財務金融科,8,55,37,43,44,54
女,推甄,國際貿易科,8,60,42,52,40,41
男,推甄,應用外語科,12,55,48,52,44,43
女,推甄,企業管理科,8,60,50,37,44,40
女,推甄,財政稅務科,8,60,38,56,50,47
男,分發,企業管理科,8,60,42,53,42,45
男,分發,應用外語科,12,60,48,45,48,45
女,分發,企業管理科,10,49,50,42,52,46
男,分發,財務金融科,10,60,53,47,39,48
女,分發,國際貿易科,8,60,42,49,52,49
女,分發,國際貿易科,10,56,53,60,42,45
女,分發,資訊管理科,10,52,53,40,48,42
男,推甄,企業管理科,8,41,48,46,50,49
女,推甄,應用外語科,10,51,42,43,50,46
女,推甄,應用外語科,8,60,50,39,44,47
女,分發,會計統計科,6,44,44,53,55,45
女,推甄,財務金融科,8,55,45,37,50,52
男,推甄,會計統計科,6,55,38,56,43,36
女,分發,應用外語科,8,60,53,39,50,54
女,推甄,國際貿易科,8,55,48,52,52,46
男,推甄,應用外語科,8,60,48,39,41,34
男,推甄,資訊管理科,10,60,45,35,46,40
女,推甄,資訊管理科,8,48,27,56,44,46
女,分發,應用外語科,8,56,53,42,50,48
男,推甄,應用外語科,8,48,38,49,48,49
女,推甄,企業管理科,8,55,42,37,48,46
女,分發,財政稅務科,8,56,46,47,48,45
女,推甄,財政稅務科,8,55,53,52,55,57
男,推甄,會計統計科,8,60,50,56,48,57
男,分發,應用外語科,8,60,50,41,55,44
女,分發,財政稅務科,10,60,42,40,44,46
女,推甄,應用外語科,10,60,42,46,48,46
女,分發,國際貿易科,10,56,53,40,48,51
女,分發,應用外語科,10,60,50,57,50,46
女,推甄,國際貿易科,10,60,50,46,48,49
女,分發,財務金融科,10,56,46,47,50,45
女,推甄,會計統計科,8,60,53,39,50,42
女,推甄,資訊管理科,8,51,43,41,48,49
女,推甄,國際貿易科,12,55,53,41,43,47
女,推甄,企業管理科,8,55,42,46,46,41
男,分發,財政稅務科,10,49,46,50,42,45
男,分發,財政稅務科,10,56,46,38,50,39
女,推甄,資訊管理科,8,48,43,46,43,50
女,分發,應用外語科,10,56,56,42,55,41
女,推甄,資訊管理科,8,55,45,39,46,44
女,分發,企業管理科,8,52,46,34,60,46
男,推甄,企業管理科,8,48,45,49,52,46
男,推甄,國際貿易科,8,60,48,49,48,47
男,分發,會計統計科,10,51,48,39,48,43
女,分發,應用外語科,10,56,48,57,42,45
男,分發,財政稅務科,8,52,46,36,55,45
女,推甄,財務金融科,10,48,43,46,50,47
男,推甄,國際貿易科,10,51,48,60,50,42
女,推甄,會計統計科,8,60,56,31,46,50
女,推甄,會計統計科,10,48,43,43,50,43
女,推甄,應用外語科,8,60,53,37,43,43
男,分發,資訊管理科,12,52,40,50,50,49
男,推甄,資訊管理科,8,55,56,43,52,47
女,推甄,會計統計科,10,48,53,43,43,43
女,分發,會計統計科,8,56,42,45,48,48
女,分發,應用外語科,8,51,56,35,48,49
女,分發,應用外語科,8,56,53,40,55,43
女,推甄,應用外語科,10,60,50,46,40,41
男,分發,企業管理科,8,51,48,41,55,50
男,推甄,應用外語科,10,60,50,35,43,46
女,推甄,財務金融科,10,51,53,56,52,52
女,分發,應用外語科,8,60,42,57,42,45
男,分發,應用外語科,12,52,53,42,44,46
男,分發,財政稅務科,10,56,44,42,46,42
女,分發,財政稅務科,8,49,53,40,48,41
女,分發,應用外語科,10,60,46,50,60,57
女,分發,財政稅務科,12,49,50,45,46,43
女,分發,資訊管理科,10,49,48,57,46,39
女,分發,應用外語科,10,60,46,47,48,45
女,分發,財政稅務科,10,60,45,43,46,39
女,分發,應用外語科,8,56,50,47,42,49
女,推甄,企業管理科,8,48,43,41,52,52
女,推甄,財務金融科,10,48,50,52,40,54
女,推甄,應用外語科,8,55,50,37,44,49
女,推甄,企業管理科,10,51,60,39,46,41
女,推甄,財務金融科,10,51,53,41,48,49
女,推甄,會計統計科,8,51,37,56,41,44
男,推甄,企業管理科,8,55,29,49,43,38
女,推甄,財務金融科,8,60,45,41,44,41
女,推甄,財政稅務科,8,55,32,43,50,44
男,分發,財政稅務科,8,47,48,45,50,42
女,分發,企業管理科,6,60,46,45,52,43
女,分發,財政稅務科,8,49,48,40,52,45
女,分發,資訊管理科,6,49,44,40,38,27
女,推甄,財務金融科,8,60,40,52,41,41
女,分發,資訊管理科,8,45,48,43,52,52
女,分發,應用外語科,8,60,35,49,48,50
女,分發,資訊管理科,8,51,48,52,46,52
女,分發,資訊管理科,8,39,40,60,50,47
女,分發,應用外語科,6,55,50,52,52,44
女,推甄,資訊管理科,8,60,38,43,35,46
女,分發,財政稅務科,8,40,50,47,46,48
男,推甄,企業管理科,10,60,37,43,44,35
女,推甄,財務金融科,8,55,42,43,50,57
女,分發,會計統計科,8,51,42,43,52,52
女,分發,企業管理科,10,49,42,57,44,49
女,分發,財政稅務科,10,42,42,47,50,49
女,分發,會計統計科,8,56,48,42,46,41
女,推甄,財務金融科,8,60,50,39,46,49
女,分發,財政稅務科,8,56,38,42,48,48
女,推甄,財務金融科,6,55,45,49,41,47
女,推甄,應用外語科,10,55,42,43,44,43
女,推甄,企業管理科,8,55,38,46,37,47
女,推甄,資訊管理科,8,60,43,49,44,47
女,分發,資訊管理科,8,52,50,53,44,42
女,分發,財政稅務科,8,36,53,45,48,49
女,分發,國際貿易科,10,40,48,57,52,51
女,分發,企業管理科,8,56,48,42,52,51
女,分發,國際貿易科,6,60,56,49,46,52
男,推甄,財務金融科,8,48,48,46,50,50
女,推甄,國際貿易科,8,55,43,52,43,57
女,分發,應用外語科,8,56,46,36,52,49
女,推甄,國際貿易科,8,55,43,49,55,50
女,推甄,財務金融科,8,51,45,46,50,44
女,分發,財務金融科,8,60,48,42,60,46
女,分發,資訊管理科,6,52,42,57,41,48
女,分發,會計統計科,8,34,53,53,50,45
女,推甄,資訊管理科,8,60,48,31,48,46
男,分發,財務金融科,8,60,44,40,60,46
女,推甄,會計統計科,8,51,38,39,44,57
女,推甄,應用外語科,8,55,43,52,43,41
女,推甄,企業管理科,8,51,43,43,50,44
女,推甄,財政稅務科,8,51,53,41,41,46
女,推甄,財政稅務科,8,51,38,43,52,44
女,分發,會計統計科,8,60,46,50,46,55
女,推甄,財務金融科,8,55,42,43,46,49
男,分發,財務金融科,8,49,53,57,48,49
男,分發,財政稅務科,8,52,46,50,39,45
女,分發,應用外語科,8,60,48,46,46,42
女,分發,應用外語科,8,52,53,50,50,48
女,分發,會計統計科,8,51,50,52,50,50
女,推甄,資訊管理科,8,51,50,60,52,52
女,推甄,財政稅務科,8,55,43,49,50,60
男,推甄,資訊管理科,8,41,56,56,43,41
女,分發,資訊管理科,8,47,50,53,36,52
女,推甄,應用外語科,8,55,48,39,48,44
男,推甄,資訊管理科,8,55,32,49,41,41
女,分發,資訊管理科,8,56,46,57,60,49
女,分發,財政稅務科,8,48,48,46,44,47
男,推甄,資訊管理科,8,43,48,56,50,46
女,分發,資訊管理科,8,56,48,47,50,42
女,推甄,應用外語科,8,60,48,41,48,32
男,分發,會計統計科,8,60,56,30,48,41